代码,细分行业,财报年度,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数
600985,煤炭开采,2019Q3,20191026,20040428,21.72,0,0,593.59,183.18,31.02,63.91,108.14,295.47,101.6,270.13,16.94,14.46,60,462.52,386.31,33.5,0.44,33.54,29.17,28.33,26.85,86.86,64.04,-0.84,13589,25351,23.48,14.51,-4.9,1.1,3.14,0.43,5.19,1.31,8.43,0,2.76,4,2.95,30.86,15.47,16.48,7.24,6.13,9.81,59249
600433,造纸,2019Q3,20191026,20030619,12.71,0,0,41.01,26.29,0.02,35.85,15.78,21.87,2.57,14.66,3.53,4.61,6.96,18.74,14.72,1.1,-0.03,1.11,0.91,0.93,0.91,6.15,1.15,0.98,49002,17064,5.55,6.23,2.02,1.57,36.03,2.21,0.77,0.073,2.07,0,0.55,0.48,0.09,64.11,3.52,21.42,5.85,4.94,0.77,1651
600570,软件服务,2019Q3,20191026,20031216,8.03,0,0,67.21,38.1,2.57,39.48,45.93,3.49,1.09,24.45,0.22,2.11,4.26,22.97,0.54,8.82,3.91,8.83,7.99,8.04,3.17,25.26,-0.67,-0.57,96850,6574,58.31,122.86,17.02,18.69,-1063.41,31.01,0.27,1.001,4.74,0,0.53,3.14,-0.08,56.69,21.09,97.66,38.39,34.99,10.43,7122
603615,家居用品,2019Q3,20191026,20170213,2.45,0,0,14.79,13.63,0,7.85,8.98,3.48,0.47,1.09,1.58,1,6.92,5.81,4.06,0.78,0.05,0.78,0.59,0.59,0.57,4.04,0.77,-2.04,21078,3552,3.24,3.07,4.05,1.64,29.15,3.85,2.07,0.243,5.57,0,2.83,1.65,0.31,92.15,4.36,30.14,13.43,10.22,0.08,1506
600724,区域地产,2019Q3,20191026,19960716,14.45,0,0,51.5,28.24,4.47,36.49,31.36,6.03,0.89,10.15,1.26,1.66,2.6,22.81,14.73,6.49,0.44,6.51,5.23,3.89,2.18,9.03,4.49,-9.49,28328,11748,4.05,27.19,-33.22,1.77,11.11,2.19,0.56,0.269,1.95,0,0.18,0.63,0.31,54.82,13.79,35.42,28.45,17.07,0,1628
601128,银行,2019Q3,20191026,20160930,27.41,0,0,1784.64,161.95,9.19,90.41,0,9.62,1.81,0,0,0,32.51,47.87,0,18.16,3.18,18.11,14.67,13.71,13.73,31.51,79.57,2.98,46605,49956,41.66,22.39,11.86,1.41,2.87,4.77,2.07,0.54,5.91,0,1.19,1.15,2.9,9.07,8.46,0,37.92,28.63,0,5563
603758,汽车配件,2019Q3,20191026,20170517,4.39,0,0,24.05,22.63,0,5.89,12.61,8.92,0.32,1.41,2.18,0.99,7.31,4.08,4.19,-0.89,0.01,-0.89,-0.75,-0.75,-0.83,9.89,0.65,0.25,16633,6816,4.33,-382.34,-23.99,1.23,43.13,6.84,0,-0.172,5.16,0,1.67,2.25,0.15,94.11,-3.33,-2.75,-21.77,-18.49,0.19,1577
002057,元器件,2019Q3,20191026,20060802,5.75,0,0,19.72,13.99,0,29.02,11.5,4.01,1.37,4.06,1.73,4.5,3.43,9.98,7.22,1.18,0.01,1.22,1.05,1.05,0.85,4.37,-0.84,-1.08,77633,4199,3.37,-1.66,3.73,3.3,-54.82,4.62,0.8,0.182,2.43,0,0.6,0.76,-0.15,70.98,7.47,27.61,11.81,10.48,0.56,1098
002797,证券,2019Q3,20191026,20160511,35.02,0,0,348.78,88.71,4.59,73.25,0,1.4,2.76,0,0,0,26.02,17.77,0,4.57,5.03,4.6,3.96,3.46,3.44,15.75,23.08,23.5,233831,8838,6.81,176.3,41.48,3.04,11.68,15.17,0.12,0.099,2.53,0,0.74,0.45,0.66,25.43,3.9,0,25.71,19.49,0,3725
601633,汽车整车,2019Q3,20191026,20110928,91.27,0,31,988.61,529.92,0,46.4,555.31,303.06,39.42,387.25,66.33,27.39,14.11,615,520.8,33.8,0.38,35.85,29.51,29.17,25.89,370.99,99.06,22.23,80589,11326,9.46,-25.7,-6.13,1.44,7.69,1.24,3.33,0.32,5.81,0,0.15,4.06,1.09,53.6,5.51,15.32,5.5,4.74,14.74,63455
002011,工程机械,2019Q3,20191026,20040705,9.17,0,0,99.45,27.42,-1.34,73.77,54.1,13.65,27.56,50.79,9.53,23.42,21.17,67.3,55.87,5.31,-0.02,5.32,4.64,5.08,0.44,-4.7,4.17,-1.27,70474,7494,3.67,1127.83,-0.43,1.64,10.77,0.67,0,0.554,2.99,0,2.31,-0.51,0.46,27.58,18.52,17,7.89,7.55,2.11,11280
600841,机械基件,2019Q3,20191026,19940311,8.67,3.45,0,72.07,37.79,-0.01,47.58,51.87,11.9,0.25,32.9,3.17,7.67,11.31,28.43,23.58,0.78,0.64,0.79,0.91,0.92,0.85,12.22,2.6,1.69,46112,9764,6.81,-20.23,-12.91,1.6,23.26,2.13,0.65,0.106,4.36,0,1.31,1.41,0.3,52.43,2.43,17.05,2.75,3.23,1.52,1847
600706,旅游服务,2019Q3,20191026,19960516,2.15,0,0,25.4,11.19,0.01,55.9,9.91,7.41,1.36,9.41,0.47,5.49,4.13,9.89,6.8,1.16,0.03,1.2,1.03,1.03,0.94,4.89,0.5,-0.31,15504,6384,5.18,-9.59,0.16,1.56,35.03,1.77,0.44,0.476,5.19,0,1.92,2.27,0.23,44.06,9.16,31.2,11.69,10.37,0,4355
300126,轻工机械,2019Q3,20191026,20101013,3.04,0,0,11.55,9.7,-0.02,16.22,8.34,1.5,0.48,1.85,0.96,0.9,4.73,3.72,3.03,0.05,0.18,0.05,0.06,0.06,0.04,1.52,0.09,-0.16,15915,9013,5.18,125.76,-22.54,1.8,184.45,4.7,0,0.019,3.19,0,1.56,0.5,0.03,83.93,0.6,18.63,1.43,1.56,0.24,1562
600399,特种钢,2019Q3,20191026,20001229,19.72,0,0,84.53,43.49,0,48.56,41.73,26.18,8.14,12.77,15.58,5.73,21.78,43.78,38.8,1.66,0.09,1.74,1.74,1.74,1.66,1.24,6.53,-2.36,91769,13864,4.77,237.85,0.6,1.56,10.39,1.55,0,0.088,2.21,0,1.1,0.06,0.33,51.44,4,11.38,3.79,3.97,0.38,8242
600338,铅锌,2019Q3,20191026,20001227,9.14,0,0,46.35,26.78,0,42.22,26.62,13.24,0.02,13.44,2.07,1.79,0.22,13.44,3.87,6.62,0.02,6.6,5.2,5.2,5.15,22.8,6.84,-4.05,34009,7221,7.86,-32.34,-14.4,3.72,14.55,7.41,2.89,0.569,2.93,0,0.02,2.49,0.75,57.78,19.42,71.18,49.23,38.69,0,1987
300309,多元金融,2019Q3,20191026,20120410,8.86,0,0,77.83,20.88,0.64,72.36,59.48,1.87,0.13,34.93,22.52,4.63,6.76,7.55,3.73,2.56,0,2.62,2.14,2.08,1.96,5.37,-0.11,0.76,24142,17330,7.28,-31.86,30.36,1.78,-354.09,4.93,0,0.24,2.36,0,0.76,0.61,-0.01,26.82,9.96,50.62,33.92,27.55,0.01,253
601666,煤炭开采,2019Q3,20191026,20061123,23.61,0,0,531.56,139.02,20.64,69.96,189.46,285.86,8.01,232.49,16.52,12.74,30.7,178.61,143.1,13.05,0.56,13.33,10.2,8.87,8.66,65.35,20.53,-12.29,87140,12390,4.91,67.37,18.65,0.67,4.56,0.52,0,0.37,5.89,0,1.3,2.77,0.87,26.15,6.38,19.88,7.31,4.97,2.58,88656
600990,通信设备,2019Q3,20191026,20040510,1.59,0,0,71.54,22.9,0.23,67.67,44.76,7.96,2.7,43.3,18.43,17.27,9.11,15.15,12.72,-0.75,0,-0.75,-0.69,-0.72,-0.89,10.66,-5.71,-7.39,16797,4784,20.53,-1433.87,-26.27,2.98,-11.97,4.51,0.38,-0.455,14.39,0,5.72,6.7,-3.59,32.01,-3.16,16.07,-4.97,-4.78,0.34,3598
600313,种植业,2019Q3,20191026,20010119,10.82,0,0,31.6,14.11,6.56,34.58,18.72,6.49,2.8,9.25,4.18,1.47,4.19,38.98,37.68,-0.14,0.07,-0.15,-0.2,-0.11,-0.26,-1.06,-0.76,-1.95,72716,8408,2.39,-450.68,70.72,2.18,-40.19,0.79,0,-0.01,1.3,0,0.39,-0.1,-0.07,44.66,-0.78,3.33,-0.36,-0.28,0.21,1192
002053,食品,2019Q3,20191026,20060627,7.61,0,0,76.96,39.02,2.24,46.39,18.74,34.81,2.15,10.55,1.36,9.27,20.48,13.37,6.37,2.76,0.04,2.74,2.28,2.1,0.91,9.86,1.85,-2.2,18491,9082,6.54,50.38,8.07,1.4,29.69,4.1,0.66,0.276,5.13,0,2.69,1.3,0.24,50.7,5.39,52.34,20.66,15.73,0.03,2410
600826,商贸代理,2019Q3,20191026,19940204,4.21,0,0,44.4,34.22,0.51,21.77,25.53,0.2,0.02,7.7,1.24,1.4,1.36,25.5,24.17,2.11,0.77,2.16,1.71,1.63,0.41,21.3,-1.66,-0.62,23508,8507,9.57,-31.49,8.75,1.38,-28.49,1.86,1.44,0.387,8.14,0,0.32,5.06,-0.39,77.08,4.76,5.22,8.29,6.39,0,226
600073,食品,2019Q3,20191026,19970704,9.38,0,0,127.55,39.7,25.58,48.81,77.5,26.71,1.24,48.25,21.49,14.18,18,177.2,153.33,6.19,0.44,6.15,4.89,3.33,3.02,11.92,10.71,0.84,61382,9504,6.95,12.1,5.33,1.73,6.4,0.39,1.31,0.355,4.23,0,1.92,1.27,1.14,31.13,8.39,13.47,3.49,1.88,0.1,8235
300020,软件服务,2019Q3,20191026,20091030,6.56,0,0,62.63,33.21,0.41,46.32,45.36,1.9,0.91,28.97,20.59,16.12,15.97,14.53,10.79,1.54,0.39,1.57,1.34,1.36,1.29,9.46,-9.7,-3.65,49453,8903,8.02,998.4,-4.32,1.78,-6.09,4.07,0.32,0.207,5.06,0,2.44,1.44,-1.48,53.03,4.09,25.75,10.62,9.34,0.43,798
000655,普钢,2019Q3,20191026,19961128,5.95,0,0,28.61,25.73,0.12,9.63,12.98,2.81,2.8,2.39,1.02,0.84,4.88,10.19,7.31,2.19,0.35,2.19,1.75,1.74,1.73,11.7,3.39,3.59,41985,5897,3.78,135.86,30.63,1.48,11.26,3.75,0,0.292,4.32,0,0.82,1.97,0.57,89.94,6.77,28.24,21.51,17.09,0.1,2792
002507,食品,2019Q3,20191026,20101123,7.89,0,0,33.32,27.84,0,16.44,19.6,7.62,1.52,4.41,4.01,0.52,0.21,16.04,6.58,6.11,0.27,6.1,5.18,5.18,5.11,17.8,4.41,-4.78,70951,6547,15.42,-0.99,3.83,6.68,42.15,11.59,1.05,0.656,3.53,0,0.03,2.26,0.56,83.56,18.61,59.01,38.07,32.28,0.06,2630
603268,陶瓷,2019Q3,20191026,20150319,1.24,0,0,12.32,6.43,0.71,42.11,4.9,2.64,0.63,3.39,2.02,1.46,2.09,4.27,2.71,0.51,0.01,0.48,0.43,0.3,0.29,2.87,0.81,-0.41,7260,6879,11.35,-17.96,0.15,3.19,25.24,4.8,0.55,0.239,5.17,0,1.68,2.31,0.65,52.14,4.61,36.62,11.91,6.95,0.19,1475
600099,摩托车,2019Q3,20191026,19970704,2.19,0,0,6.58,4.74,0,27.99,4.85,1.29,0.21,1.84,1.5,1.51,2.03,4.37,3.96,0.02,0,0.02,0.01,0.01,0.01,0.27,-0.45,-0.45,15631,8116,5.1,271.49,18.38,2.9,-30.83,3.15,0,0.004,2.16,0,0.93,0.12,-0.2,72.01,0.16,9.47,0.38,0.18,0.02,579
300697,铜,2019Q3,20191026,20170907,2.08,0,0,12.45,8.22,0.02,33.81,10.25,1.48,0.24,4.21,2.22,3.99,3.17,14.83,12.59,1.4,0.04,1.4,1.14,1.14,1.08,2.87,1.62,-0.19,17051,3050,4.39,114.98,42.31,3.64,18.54,2.02,1.59,0.546,3.95,0,1.52,1.38,0.78,66.01,13.82,15.16,9.43,7.66,0.27,495
300285,陶瓷,2019Q3,20191026,20120113,9.63,0,0,47.5,35.1,2.93,19.93,19.04,8.74,1.62,8.5,5.94,8.4,11.1,15.37,8,4.34,0.01,4.46,3.92,3.59,3.46,13.31,2.98,-0.42,11673,54166,132.98,-9.18,21.11,6.74,79.48,15.39,0.26,0.372,3.64,0,1.15,1.38,0.31,73.91,10.22,47.98,28.25,23.34,0.99,2526
300727,化工原料,2019Q3,20191026,20171127,1.27,0,0,6.81,5.55,0,18.45,3.94,1.4,0.52,1.2,0.57,1.59,2.21,4.59,3.28,0.54,0.01,0.54,0.45,0.45,0.42,1.74,1.08,0.82,9959,3875,5.55,-18.33,-5.55,3.27,16.76,3.96,1,0.356,4.38,0,1.74,1.37,0.85,81.55,8.14,28.41,11.86,9.85,0.19,384
300083,元器件,2019Q3,20191026,20100520,14.31,0,0,79.91,26.76,-0.02,66.54,47.91,8.69,1.92,41.22,17.91,15.89,36.67,43.82,38.75,-0.61,-0.75,-0.56,-0.87,-0.83,-1.12,-25.08,-1.45,1.15,42750,21484,9.8,18.66,5.2,2.46,-44.91,1.49,0,-0.058,1.86,1.86,2.56,-1.75,-0.1,33.49,-3.1,11.56,-1.38,-1.89,0.95,11306
600318,多元金融,2019Q3,20191026,20001208,5.13,0,0,55.67,12.79,12.97,53.73,20.27,0.31,0.14,17.44,0,0.37,5.76,3.78,0.62,1.56,0.18,1.56,1.06,0.39,0.39,3.31,3.29,-2.32,24001,10456,6.61,1.8,-3.17,2.54,9.88,8.58,0,0.075,2.49,0,1.12,0.64,0.64,22.97,3.03,83.71,41.25,10.24,0.01,266
002645,专用机械,2019Q3,20191026,20111220,4.63,0,0,25.28,19.25,0.4,22.3,12.74,4.27,0.72,5.46,5.2,3.07,8.2,16.92,13.38,1.82,0.03,1.83,1.53,1.5,1.33,5.84,0.55,-0.76,23839,5352,4.54,22.53,20.79,2.04,71.78,2.32,1.03,0.323,4.16,0,1.77,1.26,0.12,76.12,7.77,20.95,10.76,8.84,0.59,1570
300344,软件服务,2019Q3,20191026,20120801,4.96,0,0,10.21,5.97,0.03,41.25,4.22,0.04,0.24,4.21,1.13,2.41,0.72,3.23,2,0.21,0,0.21,0.13,0.13,0.12,0.63,0.53,-0.31,24174,9571,4.9,-72.66,-16.31,4.25,48.16,7.88,0,0.027,1.2,0,0.15,0.13,0.11,58.5,2.24,38.09,6.4,4.14,0.08,316
002474,软件服务,2019Q3,20191026,20100915,6.22,0,0,27.24,14.77,0.1,45.4,20.29,0.18,1.25,11.86,8.48,1.76,3.69,4.42,2.64,0.28,0.24,0.28,0.27,0.24,0,4.08,0.34,-0.14,76579,5490,4.56,-21.3,-7.34,3.5,150.74,11.68,0.11,0.038,2.37,0,0.59,0.66,0.06,54.24,1.62,40.33,6.39,5.4,0.65,1026
300191,石油开采,2019Q3,20191026,20110316,3.2,0,0,13.27,11.84,0.01,10.73,7.51,1.83,0.29,1.07,0,1.09,5.5,0.77,0.3,0.16,0.05,0.17,0.09,0.08,0.07,2.37,0.07,0.22,20362,6135,13.24,-20.48,-13.06,5.83,1053.97,89.13,0.09,0.027,3.7,0,1.72,0.74,0.02,89.16,0.72,61.15,21.28,10.96,0,66
002643,化工原料,2019Q3,20191026,20111220,9.09,0,0,57.08,46.94,1.87,14.47,24.85,14.05,2.49,7.79,11.5,3.08,20.79,19.43,11.18,4.43,0.06,4.43,3.86,3.66,3.55,14.15,5.7,2.01,24329,20142,31.3,19.64,5.03,3.01,24.8,7.27,1.08,0.403,5.16,0,2.29,1.56,0.63,82.25,7.8,42.45,22.82,18.86,1.45,3250
300258,汽车配件,2019Q3,20191026,20110826,4.05,0,0,30.36,19.86,0,34.57,8.13,14.91,1.26,6.58,2.18,2.28,3.51,8.97,5.78,2,0,2,1.66,1.66,1.51,11.17,2.92,-0.11,10837,17233,18.65,-27.5,-5.88,2.21,15.03,4.89,1.32,0.411,4.9,0,0.87,2.76,0.72,65.43,8.37,35.5,22.31,18.54,0.42,1690
600449,水泥,2019Q3,20191026,20030829,4.78,0,0,81.12,54.29,3.53,28.73,30.42,38.79,3.61,20.94,2.47,7.46,20.3,36.31,23.05,7.72,0.02,8.21,6.75,6.09,5.5,26.73,7.61,5.69,29983,8364,8.58,74.96,16.8,0.9,6.45,1.35,2.78,1.273,11.35,0,4.24,5.59,1.59,66.92,11.21,36.5,21.26,16.76,0.02,3260
603999,出版业,2019Q3,20191026,20151210,5.76,0,0,21.92,17.17,0.5,19.41,13.45,2.22,0.35,3.26,0.84,2.54,2.45,5.11,3.83,0.49,0.13,0.51,0.51,0.5,0.37,7.84,-0.33,-1.72,38218,6354,4.82,49.77,1.95,2.55,-131.89,8.55,0.29,0.088,2.98,0,0.43,1.36,-0.06,78.31,2.94,25.1,9.67,9.86,0,426
300127,元器件,2019Q3,20191026,20101013,3.23,0,0,12.88,12.22,0.06,4.64,10.56,1.72,0.27,0.59,1.3,1.64,4.96,4.44,2.91,1.31,0.05,1.31,1.11,1.11,1.1,2.63,1.14,1.81,30036,3165,5.44,-10.65,-3.79,4.55,48.75,12.52,1.93,0.342,3.78,0,1.54,0.81,0.35,94.89,9.04,34.51,29.49,24.89,0.15,1029
300707,专用机械,2019Q3,20191026,20171010,1.57,0,0,8.22,6.4,0.09,21.13,5.09,2.3,0.38,1.62,1.57,1.03,2.46,2.89,1.68,0.33,0.01,0.34,0.28,0.28,0.26,2.14,0.69,-0.7,13189,5853,10.82,-65.09,-28.53,4.54,41.86,10.04,0.51,0.179,4.07,0,1.56,1.36,0.44,77.82,4.4,42.1,11.37,9.72,0.16,782
600392,小金属,2019Q3,20191026,20030529,17.55,0,0,91.19,54.34,1.99,38.23,66.45,5.42,3.22,32.52,38.36,11.44,21.1,54.27,46.82,3.38,0.05,3.34,2.65,2.57,2.48,15.2,2.74,-1.37,93203,9892,8.01,-23.94,2.07,2.62,51.95,2.62,0.35,0.147,3.1,0,1.2,0.87,0.16,59.59,4.73,13.72,6.24,4.74,1.16,2052
603776,公共交通,2019Q3,20191026,20170817,1.88,0,0,36.44,24.24,0.04,33.36,28.49,3.72,0.55,7.42,0.74,7.11,6.4,6.51,4.67,1.36,0.03,1.35,1.08,1.09,0.91,15.67,2.9,-3.89,14504,6486,12.92,16.66,2.12,1.54,12.87,5.74,0.91,0.579,12.92,0,3.41,8.36,1.55,66.53,4.48,28.28,20.85,16.67,0.34,5405
300072,环境保护,2019Q3,20191026,20100427,23.5,0,0,230.39,95.83,16.57,51.22,189.72,22.81,8.59,100.93,20.73,105.95,11.29,61.12,55.56,0.23,-0.02,0.32,0.18,0.72,0.55,54.66,0.76,-12.15,61931,18196,11.28,-94.18,-51.73,1.57,190.65,2.38,0.46,0.031,3.95,3.95,0.48,2.33,0.03,41.59,0.75,9.1,0.37,1.18,1.63,4763
300196,玻璃,2019Q3,20191026,20110329,4.15,0,0,31.72,26.24,0.53,15.62,15.43,13.92,1.65,4.49,1.84,4.02,9.72,16.65,11.73,2.72,0.07,2.72,2.35,2.35,2.22,12.65,2.28,-0.65,9228,21502,25.07,20.58,5.32,1.85,21.2,2.91,1.6,0.565,6.32,0,2.34,3.05,0.55,82.7,8.94,29.57,16.31,14.09,0.68,2241
600397,煤炭开采,2019Q3,20191026,20020702,9.9,0,0,64.38,7.61,-1.09,89.88,21.81,32.45,5.6,42.72,1.11,6.14,18.63,39.94,37.01,-0.65,0.03,-0.87,-0.92,-0.86,-0.75,-24.36,0.71,-1.38,53192,11289,2.73,-205.26,13.71,3.15,33.93,0.6,0,-0.087,0.77,0,1.88,-2.46,0.07,11.82,-11.27,7.35,-1.62,-2.15,0.06,9179
603515,电气设备,2019Q3,20191026,20160819,7.56,0,0,74.43,47.64,0.01,35.98,56.44,10.56,1.27,26.67,7.91,5.43,9.74,57.7,36.69,7.22,1.38,7.33,6.02,6.02,4.16,27.02,4.09,-1.06,15564,8210,22.09,5.6,3.26,4.27,49.69,3.53,1.41,0.796,6.3,0,1.29,3.57,0.54,64.01,12.64,36.41,12.52,10.44,2.09,5837
603516,通信设备,2019Q3,20191026,20180202,1.31,0,0,9.12,8.14,0,10.75,5.96,0.76,0.05,0.96,1,2.07,4.63,2.81,0.93,1.07,0.09,1.07,0.97,0.97,0.87,1.99,-0.41,0.33,11662,4624,21.05,40.83,40.84,7.33,-146.33,21.24,0.62,0.739,6.21,0,3.54,1.52,-0.31,89.24,11.89,67.03,38.18,34.49,0.31,408
300015,医疗保健,2019Q3,20191026,20091030,30.98,0,0,114.93,64.46,3.6,40.78,48.08,17.19,5.01,43.06,3.72,12.16,5.63,77.32,39.89,17.84,0.66,17.03,13.05,12.31,12.35,25.6,18.53,4.39,55624,21634,86.54,37.55,26.25,19.22,66.86,16.03,0.36,0.397,2.08,0,0.18,0.83,0.6,56.08,19.1,48.41,23.08,15.92,1.12,16430
600602,软件服务,2019Q3,20191026,19901219,13.68,2.93,0,56.41,41.02,1.69,24.3,48.39,2.4,0.26,13.31,6.99,13.45,15.09,34.42,28.29,2.18,0.74,2.3,2.04,1.85,1.26,8.61,-4.53,-5.38,97736,8743,7.88,1.93,10.47,3,-27.18,3.58,0.63,0.135,3,0,1.1,0.63,-0.33,72.71,4.51,17.83,6.33,5.37,2.27,2316
000951,汽车整车,2019Q3,20191026,19991125,6.71,0,0,212.65,65.84,7.94,65.3,190.68,11.21,3.59,137.05,33.83,38.3,4.32,292.59,261.47,14.05,0,14.38,11.06,8.2,7.66,46.9,24.25,14.25,28161,8443,16.15,12.03,-6.28,1.95,5.29,0.44,2.27,1.222,9.81,0,0.64,6.99,3.61,30.96,12.46,10.63,4.8,2.8,2.24,7936
603566,生物制药,2019Q3,20191026,20150518,3.21,0,0,18.33,16.34,0,10.87,8.98,3.39,2.12,1.68,1.12,1.39,4.49,4.71,1.71,0.98,0.01,1.06,0.95,0.95,0.69,7.5,0.71,-2.08,11477,12151,20.78,-20.17,9.28,3.36,77.24,11.67,1.65,0.296,5.08,0,1.4,2.33,0.22,89.13,5.82,63.59,20.87,20.19,0.6,1422
002048,汽车配件,2019Q3,20191026,20050603,6.26,0,0,166.23,88.67,12.52,39.12,86.03,33.33,4.34,56.32,24.05,32.07,26.43,117.14,93.79,10.45,1.43,10.49,8.68,6.7,6.44,46.61,10.83,-3.35,39250,11326,20.55,32.89,9.33,1.28,10.48,0.97,0.78,1.069,14.16,0,4.22,7.44,1.73,53.34,7.55,19.94,8.92,5.72,3.52,15546
600560,电气设备,2019Q3,20191026,20020919,2.24,0,0,16.24,7.76,0.32,50.25,13.6,0.96,0.26,7.97,5.41,2.85,2.07,4.69,3.63,0.26,0.02,0.3,0.26,0.25,0.15,2.86,0.03,0.02,20656,6109,5.19,46.33,6.81,2.45,606.05,4.05,0.32,0.113,3.47,0,0.92,1.28,0.01,47.78,3.25,22.62,5.58,5.38,0.32,424
002669,化工原料,2019Q3,20191026,20120416,2.52,0,0,23.75,20.83,-0.01,12.33,14.47,2.61,0.84,2.89,1.74,5.14,13.24,6.78,4.27,1.09,0.1,1.09,0.89,0.9,0.83,4.68,1.38,0.51,19590,8771,11.75,49.61,-2.5,1.62,24.54,4.99,0.54,0.36,8.25,0,5.24,1.86,0.55,87.7,4.33,37,16.14,13.29,0.43,779
603991,塑料,2019Q3,20191026,20170308,0.75,0,0,7.84,4.71,0,39.97,4.87,2.23,0.24,3.05,0.71,2.47,2.48,3.24,2.6,-0.09,0,-0.09,-0.09,-0.09,-0.09,1.31,0.24,-0.4,7723,3686,6.18,-140.85,-16.96,2.65,52.64,3.85,0.9,-0.122,6.32,0,3.32,1.76,0.32,60.03,-1.93,19.77,-2.74,-2.8,0.19,388
300441,机床制造,2019Q3,20191026,20150423,6.61,0,0,30.58,16.12,2.56,38.88,12.36,8.73,1.41,10.89,4.68,3.55,5.16,11.27,7.34,1.47,-0.04,1.47,1.27,1.02,0.92,3.9,1.44,0.41,11214,22706,20.16,-24.2,3,3.64,40.89,5.21,0.63,0.155,2.44,0,0.78,0.59,0.22,52.74,6.34,34.91,13.05,9.07,0.55,2800
603712,通信设备,2019Q3,20191026,20180226,7.72,0,0,52,23.26,0,55.27,44.96,5.26,0.53,28.06,24.48,14.44,9.35,11.52,6.3,1.09,0.07,1.11,1.12,1.12,1.01,5.56,1.61,-1.92,43363,5055,12.38,45.24,21.28,8.13,117.81,16.42,0.19,0.145,3.01,0,1.21,0.72,0.21,44.73,4.82,45.28,9.5,9.74,2.82,1859
002940,化学制药,2019Q3,20191026,20181023,0.9,0,0,13.31,9.43,0.46,25.68,9.35,2.34,0.39,3.28,1.49,1.31,5.41,10.67,3,1.22,-0.04,1.2,0.99,0.9,0.84,2.71,1.37,-0.08,13246,3567,12.48,-8.87,20.58,3.34,22.93,2.95,1.99,1.004,10.48,0,6.02,3.01,1.53,70.86,9.58,71.86,11.41,8.47,0.17,901
603721,影视音像,2019Q3,20191026,20170811,1.3,0,0,6.08,5.13,0,15.72,4.25,0.13,0.93,0.9,0.74,1.67,2.26,1.85,1.5,-0.13,0,-0.12,-0.12,-0.12,-0.16,1.33,-0.93,-1.55,7467,6478,16.01,-156.23,-17.44,6.27,-34.68,17.33,0.38,-0.09,3.94,0,1.74,1.02,-0.71,84.28,-2.27,19.19,-6.75,-6.28,0.13,479
002281,通信设备,2019Q3,20191026,20090821,6.77,0,0,71.23,44.04,0.26,37.81,55.86,10.67,1.01,23.73,15.13,20.32,21.79,38.96,31.23,2.51,-0.02,2.51,2.38,2.66,2.39,15.82,0.25,4.92,60950,5625,16.62,0.87,6.46,4.54,793.93,5.14,0.53,0.4,6.5,0,3.22,2.34,0.04,61.82,6.03,19.84,6.43,6.82,3.11,4449
300396,医疗保健,2019Q3,20191026,20140910,2.76,0,0,20.46,14.83,1.98,17.86,9.61,2.84,2.53,3.04,2.37,1.64,2.87,7.33,2.55,2.44,0,2.47,2.19,1.9,1.82,8.49,2.01,-0.06,9496,9788,17.02,20.18,9.75,3.24,23.88,6.55,1.47,0.687,5.37,0,1.04,3.08,0.73,72.46,12.78,65.24,33.34,25.88,0.71,1788
002296,通信设备,2019Q3,20191026,20090929,3.77,0,0,18.31,14.88,0.29,17.13,12.24,1.78,0.5,2.9,2.76,4.25,6.68,2.96,1.56,0.61,-0.01,0.61,0.56,0.58,0.5,3.75,1.14,-2.45,45111,6945,5.76,46.26,11.07,2.1,27.32,10.55,0,0.154,3.95,0,1.77,1,0.3,81.28,3.9,47.4,20.69,19.6,0.48,766
300643,汽车配件,2019Q3,20191026,20170505,2,0,0,7.28,4.3,-0.01,41.04,2.74,0.94,0.22,1.28,0.56,0.66,1.33,2.38,1.67,0.22,0.03,0.22,0.2,0.2,0.15,0.83,0.45,0.09,14113,5427,10.34,-31.06,7.1,8.86,85.02,16.01,0.29,0.098,2.15,0,0.66,0.42,0.22,59.08,4.58,29.97,9.15,8.27,0.11,456
600255,铜,2019Q3,20191026,20001122,17.7,0,0,40.66,21.59,2.59,40.55,20.28,10.79,0.43,15.94,4.87,6.45,11.59,27.77,25.84,-0.25,0.01,-0.21,-0.35,-0.58,-0.66,-8.36,1.65,-0.55,154795,10104,1.41,-239.42,-35.36,1.15,15.05,0.89,0,-0.033,1.22,0,0.66,-0.47,0.09,53.08,-2.71,6.95,-0.88,-2.1,0.56,1851
